OriginId,ImgId,OriginImgUrl,TrueLabel,OriginalLandingURL,License,Author,AuthorProfileURL
0c7ac4a8c9dfa802,0,https://c1.staticflickr.com/9/8540/28821627444_0524012bdd_o.jpg,305,https://www.flickr.com/photos/gails_pictures/28821627444,https://creativecommons.org/licenses/by/2.0/,gailhampshire,https://www.flickr.com/people/gails_pictures/
f43fbfe8a9ea876c,1,https://c1.staticflickr.com/9/8066/28892033183_6f675dcc03_o.jpg,883,https://www.flickr.com/photos/barty/28892033183,https://creativecommons.org/licenses/by/2.0/,Barry Badcock,https://www.flickr.com/people/barty/
4fc263d35a3ad3ee,2,https://c1.staticflickr.com/8/7378/27465801596_a9dd11e5e2_o.jpg,243,https://www.flickr.com/photos/foxcroftacademy/27465801596,https://creativecommons.org/licenses/by/2.0/,Foxcroft Academy,https://www.flickr.com/people/foxcroftacademy/
cc13c2bc5cdd1f44,3,https://c1.staticflickr.com/9/8864/28546467522_56229f2bef_o.jpg,559,https://www.flickr.com/photos/o_0/28546467522/,https://creativecommons.org/licenses/by/2.0/,Guilhem Vellut,https://www.flickr.com/people/o_0/
73a52afd2f818ed5,4,https://c1.staticflickr.com/6/5607/31066602702_382b13646e_o.jpg,438,https://www.flickr.com/photos/chemiebw/31066602702/,https://creativecommons.org/licenses/by/2.0/,Chemie-Verb\303\244nde Baden-W\303\274rttemberg,https://www.flickr.com/people/chemiebw/
58f0fd17c4a0e25a,5,https://c1.staticflickr.com/9/8262/29250758112_3147698dd2_o.jpg,990,https://www.flickr.com/photos/zongo/29250758112,https://creativecommons.org/licenses/by/2.0/,DAVID HOLT,https://www.flickr.com/people/zongo/
90e11aa7c36c64f2,6,https://c1.staticflickr.com/8/7528/26850127330_56022d63f7_o.jpg,949,https://www.flickr.com/photos/cogdog/26850127330,https://creativecommons.org/licenses/by/2.0/,Alan Levine,https://www.flickr.com/people/cogdog/
696f0f6bea562bf8,7,https://c1.staticflickr.com/6/5605/30947139580_468ba7e513_o.jpg,853,https://www.flickr.com/photos/jamesbradley/30947139580/,https://creativecommons.org/licenses/by/2.0/,Fr James Bradley,https://www.flickr.com/people/jamesbradley/
df58f94361c6d105,8,https://c1.staticflickr.com/8/7248/27047266920_8363816754_o.jpg,609,https://www.flickr.com/photos/roberthaandrikman/27047266920,https://creativecommons.org/licenses/by/2.0/,Robert Haandrikman,https://www.flickr.com/people/roberthaandrikman/
6cae4a23623d142b,9,https://c1.staticflickr.com/8/7404/27305101801_5b422e51fe_o.jpg,582,https://flickr.com/39309480@N05/27305101801,https://creativecommons.org/licenses/by/2.0/,Embajada de EEUU en la Argentina,https://www.flickr.com/people/embajadaeeuubuenosaires/
d02adcb9140880a1,10,https://c1.staticflickr.com/1/404/31746323273_467fb30873_o.jpg,915,https://www.flickr.com/photos/ruthanddave/31746323273/,https://creativecommons.org/licenses/by/2.0/,Ruth Hartnup,https://www.flickr.com/people/ruthanddave/
71080285ad6cb4e9,11,https://c1.staticflickr.com/9/8444/29355103331_45d4b77595_o.jpg,455,https://www.flickr.com/photos/themarmot/29355103331,https://creativecommons.org/licenses/by/2.0/,The Marmot,https://www.flickr.com/people/themarmot/
137ab6ca314e9e35,12,https://c1.staticflickr.com/9/8681/28102039640_11703a03f5_o.jpg,619,https://www.flickr.com/photos/130468093@N03/28102039640,https://creativecommons.org/licenses/by/2.0/,~ladyyoruichi~,https://www.flickr.com/people/130468093@N03/
c819099fed6f0d73,13,https://c1.staticflickr.com/1/126/31638424475_3b36f926b1_o.jpg,961,https://www.flickr.com/photos/djackmanson/31638424475,https://creativecommons.org/licenses/by/2.0/,David Jackmanson,https://www.flickr.com/people/djackmanson/
62ebd5f7ce015380,14,https://c1.staticflickr.com/9/8832/28846755931_9e77600319_o.jpg,630,https://www.flickr.com/photos/spera-designerschuhe/28846755931,https://creativecommons.org/licenses/by/2.0/,"SPERA.de Designerschuhe, Taschen und Accessoires",https://www.flickr.com/people/spera-designerschuhe/
f24817d66024dfb6,15,https://c1.staticflickr.com/8/7286/28064769996_6bf78b5810_o.jpg,741,https://www.flickr.com/photos/jdlasica/28064769996,https://creativecommons.org/licenses/by/2.0/,JD Lasica,https://www.flickr.com/people/jdlasica/
a2de1f4f2c1021fa,16,https://c1.staticflickr.com/9/8598/29005552090_ee38f841ac_o.jpg,455,https://www.flickr.com/photos/sillygwailo/29005552090/,https://creativecommons.org/licenses/by/2.0/,Richard Eriksson,https://www.flickr.com/people/sillygwailo/
3e7b01ba495f15f9,17,https://c1.staticflickr.com/8/7366/26897189910_049b6377e0_o.jpg,707,https://www.flickr.com/photos/darioalvarez/26897189910,https://creativecommons.org/licenses/by/2.0/,Dario Alvarez,https://www.flickr.com/people/darioalvarez/
1a264165276e3c85,18,https://c1.staticflickr.com/8/7327/27500591886_a1b257229e_o.jpg,854,https://www.flickr.com/photos/presidentialoffice/27500591886,https://creativecommons.org/licenses/by/2.0/,\347\270\275\347\265\261\345\272\234,https://www.flickr.com/people/presidentialoffice/
bc9a5e01c02e759e,19,https://c1.staticflickr.com/8/7575/27719847416_e231168ac1_o.jpg,922,https://www.flickr.com/photos/jimg944/27719847416/,https://creativecommons.org/licenses/by/2.0/,Jim G,https://www.flickr.com/people/jimg944/
6af829a442e2e0e7,20,https://c1.staticflickr.com/6/5827/30663702381_910aca914a_o.jpg,129,https://www.flickr.com/photos/rusty_clark/30663702381,https://creativecommons.org/licenses/by/2.0/,Rusty Clark ~ 100K Photos,https://www.flickr.com/people/rusty_clark/
493694833dc23399,21,https://c1.staticflickr.com/1/691/33087466756_27fcc6e909_o.jpg,537,https://www.flickr.com/photos/denalinps/33087466756/,https://creativecommons.org/licenses/by/2.0/,Denali National Park and Preserve,https://www.flickr.com/people/denalinps/
6ac94c9244f84aa3,22,https://c1.staticflickr.com/9/8887/27621832723_abe5df1bf6_o.jpg,672,https://www.flickr.com/photos/sedoglia/27621832723,https://creativecommons.org/licenses/by/2.0/,Sergio,https://www.flickr.com/people/sedoglia/
7529b42e71769777,23,https://c1.staticflickr.com/6/5573/30447660301_21f03bc832_o.jpg,476,https://www.flickr.com/photos/archiefalkmaar/30447660301/,https://creativecommons.org/licenses/by/2.0/,Regionaal Archief Alkmaar,https://www.flickr.com/people/archiefalkmaar/
d204464fcf15ad99,24,https://c1.staticflickr.com/9/8735/28293562656_b6754b6f76_o.jpg,299,https://www.flickr.com/photos/zigazou76/28293562656,https://creativecommons.org/licenses/by/2.0/,Fr\303\251d\303\251ric BISSON,https://www.flickr.com/people/zigazou76/
7fd7ce3eb2bf9944,25,https://c1.staticflickr.com/8/7060/26682014410_e1ae9f3f68_o.jpg,99,https://www.flickr.com/photos/starr-environmental/26682014410/,https://creativecommons.org/licenses/by/2.0/,Forest and Kim Starr,https://www.flickr.com/people/starr-environmental/
303781188f1b3b27,26,https://c1.staticflickr.com/8/7196/27632686515_7c9e105ab4_o.jpg,476,https://www.flickr.com/photos/tomhilton/27632686515,https://creativecommons.org/licenses/by/2.0/,Tom Hilton,https://www.flickr.com/people/tomhilton/
67967c9db11151e0,27,https://c1.staticflickr.com/6/5699/30482545566_9bb69e3a2c_o.jpg,251,https://www.flickr.com/photos/blumenbiene/30482545566,https://creativecommons.org/licenses/by/2.0/,Maja Dumat,https://www.flickr.com/people/blumenbiene/
fa2a7d600b62174e,28,https://c1.staticflickr.com/9/8135/29796651083_af3421402e_o.jpg,520,https://www.flickr.com/photos/familymwr/29796651083,https://creativecommons.org/licenses/by/2.0/,U.S. Army,https://www.flickr.com/people/familymwr/
cd2d2889ef7ac51c,29,https://c1.staticflickr.com/8/7108/27445698401_622147f593_o.jpg,923,https://www.flickr.com/photos/janitors/27445698401,https://creativecommons.org/licenses/by/2.0/,K\304\201rlis Dambr\304\201ns,https://www.flickr.com/people/janitors/
19935b1c0a4d305d,30,https://c1.staticflickr.com/8/7560/28230694205_599d4915f1_o.jpg,760,https://www.flickr.com/photos/lge/28230694205,https://creativecommons.org/licenses/by/2.0/,LG\354\240\204\354\236\220,https://www.flickr.com/people/lge/
9cf861a657c27cec,31,https://c1.staticflickr.com/1/737/31554472305_631b37cd13_o.jpg,582,https://www.flickr.com/photos/rusty_clark/31554472305/,https://creativecommons.org/licenses/by/2.0/,Rusty Clark ~ 100K Photos,https://www.flickr.com/people/rusty_clark/
e7cafac174e90143,32,https://c1.staticflickr.com/8/7064/26911748774_e91c741c13_o.jpg,525,https://www.flickr.com/photos/tabor-roeder/26911748774,https://creativecommons.org/licenses/by/2.0/,Phil Roeder,https://www.flickr.com/people/tabor-roeder/
81ddbe14219e9dcf,33,https://c1.staticflickr.com/1/599/32603915941_1f3f02a21f_o.jpg,317,http://www.flickr.com/photos/treegrow/32603915941/,https://creativecommons.org/licenses/by/2.0/,Katja Schulz,https://www.flickr.com/people/treegrow/
04cb9de291399d15,34,https://c1.staticflickr.com/9/8671/28725010671_e060588a1b_o.jpg,464,https://www.flickr.com/photos/photo-digest/28725010671,https://creativecommons.org/licenses/by/2.0/,media.digest,https://www.flickr.com/people/photo-digest/
